Time (s),USB Avg Current (mA)
2019.2294,29.511
2019.2296,28.634
2019.2298,29.868
2019.2300,28.731
2019.2302,28.687
2019.2304,29.556
2019.2306,28.711
2019.2308,29.875
2019.2310,28.672
2019.2312,28.674
2019.2314,29.533
2019.2316,28.76
2019.2318,29.87
2019.2320,28.69
2019.2322,28.786
2019.2324,29.577
2019.2326,28.768
2019.2328,29.915
2019.2330,28.684
2019.2332,28.681
2019.2334,29.574
2019.2336,28.72
2019.2338,29.802
2019.2340,28.687
2019.2342,28.66
2019.2344,29.512
2019.2346,28.705
2019.2348,29.89
2019.2350,28.772
2019.2352,28.627
2019.2354,29.562
2019.2356,28.756
2019.2358,29.842
2019.2360,28.789
2019.2362,28.711
2019.2364,29.586
2019.2366,28.731
2019.2368,29.896
2019.2370,28.788
2019.2372,28.792
2019.2374,29.513
2019.2376,28.757
2019.2378,29.899
2019.2380,28.753
2019.2382,28.77
2019.2384,29.616
2019.2386,28.727
2019.2388,29.912
2019.2390,28.766
2019.2392,28.71
2019.2394,29.517
2019.2396,28.768
2019.2398,29.83
2019.2400,28.657
2019.2402,28.765
2019.2404,29.556
2019.2406,28.745
2019.2408,29.928
2019.2410,28.688
2019.2412,28.734
2019.2414,29.627
2019.2416,28.702
2019.2418,29.917
2019.2420,28.69
2019.2422,28.636
2019.2424,29.545
2019.2426,28.777
2019.2428,29.91
2019.2430,28.795
2019.2432,28.711
2019.2434,29.553
2019.2436,28.768
2019.2438,29.839
2019.2440,28.748
2019.2442,28.775
2019.2444,29.541
2019.2446,28.715
2019.2448,29.889
2019.2450,28.738
2019.2452,28.678
2019.2454,29.525
2019.2456,28.66
2019.2458,29.926
2019.2460,28.638
2019.2462,28.678
2019.2464,29.481
2019.2466,28.67
2019.2468,29.835
2019.2470,28.738
2019.2472,28.747
2019.2474,29.398
2019.2476,28.85
2019.2478,29.806
2019.2480,28.755
2019.2482,28.648
2019.2484,29.556
2019.2486,28.741
2019.2488,29.879
2019.2490,28.747
2019.2492,28.663
2019.2494,29.529
2019.2496,28.658
2019.2498,29.871
2019.2500,28.711
2019.2502,28.595
2019.2504,29.502
2019.2506,28.636
2019.2508,29.839
2019.2510,28.729
2019.2512,29.515
2019.2514,28.714
2019.2516,29.874
2019.2518,28.778
2019.2520,28.63
2019.2522,29.525
2019.2524,28.654
2019.2526,29.827
2019.2528,28.736
2019.2530,28.668
2019.2532,29.5
2019.2534,28.701
2019.2536,29.859
2019.2538,28.735
2019.2540,28.602
2019.2542,29.49
2019.2544,28.662
2019.2546,29.863
2019.2548,28.656
2019.2550,28.702
2019.2552,29.475
2019.2554,28.735
2019.2556,29.918
2019.2558,28.754
2019.2560,28.756
2019.2562,29.486
2019.2564,28.542
2019.2566,29.986
2019.2568,28.694
2019.2570,28.645
2019.2572,29.544
2019.2574,28.732
2019.2576,29.865
2019.2578,28.756
2019.2580,28.696
2019.2582,29.466
2019.2584,28.711
2019.2586,29.782
2019.2588,28.665
2019.2590,28.711
2019.2592,29.444
2019.2594,28.699
2019.2596,29.847
2019.2598,28.773
2019.2600,28.68
2019.2602,29.402
2019.2604,28.739
2019.2606,29.896
2019.2608,28.71
2019.2610,28.69
2019.2612,29.457
2019.2614,28.779
2019.2616,29.841
2019.2618,28.703
2019.2620,28.736
2019.2622,29.424
2019.2624,28.683
2019.2626,29.872
2019.2628,28.708
2019.2630,28.728
2019.2632,29.42
2019.2634,28.672
2019.2636,29.866
2019.2638,28.746
2019.2640,28.688
2019.2642,29.433
2019.2644,28.798
2019.2646,29.785
2019.2648,28.69
2019.2650,28.752
2019.2652,29.313
2019.2654,28.736
2019.2656,29.905
2019.2658,28.785
2019.2660,28.753
2019.2662,29.33
2019.2664,29.888
2019.2666,28.747
2019.2668,28.732
2019.2670,29.293
2019.2672,28.793
2019.2674,29.88
2019.2676,28.753
2019.2678,28.788
2019.2680,29.365
2019.2682,28.689
2019.2684,29.932
2019.2686,28.733
2019.2688,28.827
2019.2690,29.132
2019.2692,28.6
2019.2694,29.883
2019.2696,28.701
2019.2698,28.792
2019.2700,29.245
2019.2702,28.641
2019.2704,29.918
2019.2706,28.661
2019.2708,28.832
2019.2710,29.279
2019.2712,28.688
2019.2714,29.878
2019.2716,28.753
2019.2718,28.813
2019.2720,29.288
2019.2722,28.672
2019.2724,29.851
2019.2726,28.783
2019.2728,28.854
2019.2730,29.242
2019.2732,28.614
2019.2734,29.858
2019.2736,28.789
2019.2738,28.909
2019.2740,29.254
2019.2742,28.655
2019.2744,29.899
2019.2746,28.654
2019.2748,28.937
2019.2750,29.183
2019.2752,28.619
2019.2754,29.929
2019.2756,28.691
2019.2758,28.807
2019.2760,29.185
2019.2762,28.599
2019.2764,29.944
2019.2766,28.565
2019.2768,29.077
2019.2770,29.192
2019.2772,28.701
2019.2774,29.881
2019.2776,28.708
2019.2778,28.944
2019.2780,29.141
2019.2782,28.704
2019.2784,29.821
2019.2786,28.643
2019.2788,28.934
2019.2790,29.095
2019.2792,28.739
2019.2794,29.867
2019.2796,28.684
2019.2798,28.952
2019.2800,29.12
2019.2802,28.78
2019.2804,29.824
2019.2806,28.683
2019.2808,28.931
2019.2810,29.108
2019.2812,28.648
2019.2814,29.91
2019.2816,28.627
2019.2818,29.096
2019.2820,28.766
2019.2822,29.826
2019.2824,28.702
2019.2826,28.925
2019.2828,29.036
2019.2830,28.746
2019.2832,29.886
2019.2834,28.734
2019.2836,28.985
2019.2838,29.134
2019.2840,28.755
2019.2842,29.909
2019.2844,28.769
2019.2846,28.997
2019.2848,29.076
2019.2850,28.69
2019.2852,29.859
2019.2854,28.712
2019.2856,29.064
2019.2858,29.054
2019.2860,28.721
2019.2862,29.827
2019.2864,28.638
2019.2866,29.096
2019.2868,28.984
2019.2870,28.636
2019.2872,29.875
2019.2874,28.633
2019.2876,29.114
2019.2878,28.931
2019.2880,28.66
2019.2882,29.872
2019.2884,28.69
2019.2886,29.025
2019.2888,28.971
2019.2890,28.685
2019.2892,29.881
2019.2894,28.686
2019.2896,29.132
2019.2898,29.001
2019.2900,28.799
2019.2902,29.893
2019.2904,28.764
2019.2906,29.183
2019.2908,28.975
2019.2910,28.799
2019.2912,29.941
2019.2914,28.752
2019.2916,29.18
2019.2918,29.005
2019.2920,28.741
2019.2922,29.902
2019.2924,28.709
2019.2926,29.21
2019.2928,28.956
2019.2930,28.744
2019.2932,29.887
2019.2934,28.739
2019.2936,29.229
2019.2938,28.96
2019.2940,28.655
2019.2942,29.886
2019.2944,28.599
2019.2946,29.252
2019.2948,28.913
2019.2950,28.639
2019.2952,29.87
2019.2954,28.735
2019.2956,29.234
2019.2958,28.921
2019.2960,28.667
2019.2962,29.885
2019.2964,28.677
2019.2966,29.233
2019.2968,28.883
2019.2970,28.685
2019.2972,28.615
2019.2974,29.233
2019.2976,28.849
2019.2978,28.711
2019.2980,29.863
2019.2982,28.647
2019.2984,29.262
2019.2986,28.933
2019.2988,28.699
2019.2990,29.874
2019.2992,28.621
2019.2994,29.276
2019.2996,28.835
2019.2998,28.712
2019.3000,29.853
2019.3002,28.671
2019.3004,29.254
2019.3006,28.784
2019.3008,28.716
2019.3010,29.906
2019.3012,28.674
2019.3014,29.262
2019.3016,28.825
2019.3018,28.674
2019.3020,29.911
2019.3022,28.696
2019.3024,29.269
2019.3026,28.813
2019.3028,28.677
2019.3030,29.869
2019.3032,28.669
2019.3034,29.267
2019.3036,28.774
2019.3038,28.655
2019.3040,29.849
2019.3042,28.745
2019.3044,29.347
2019.3046,28.901
2019.3048,28.69
2019.3050,29.854
2019.3052,28.668
2019.3054,29.288
2019.3056,28.85
2019.3058,28.682
2019.3060,29.872
2019.3062,28.657
2019.3064,29.3
2019.3066,28.758
2019.3068,28.801
2019.3070,29.879
2019.3072,28.682
2019.3074,29.234
2019.3076,29.069
2019.3078,28.642
2019.3080,29.89
2019.3082,28.677
2019.3084,29.338
2019.3086,28.843
2019.3088,28.714
2019.3090,29.857
2019.3092,28.745
2019.3094,29.373
2019.3096,28.761
2019.3098,28.699
2019.3100,29.943
2019.3102,28.74
2019.3104,29.433
2019.3106,28.814
2019.3108,28.799
2019.3110,29.875
2019.3112,28.755
2019.3114,29.418
2019.3116,28.912
2019.3118,28.651
2019.3120,29.931
2019.3122,28.699
2019.3124,29.457
2019.3126,28.679
2019.3128,29.881
2019.3130,28.735
2019.3132,29.399
2019.3134,28.878
2019.3136,28.67
2019.3138,29.901
2019.3140,28.711
2019.3142,29.413
2019.3144,28.807
2019.3146,28.715
2019.3148,29.883
2019.3150,28.663
2019.3152,29.4
2019.3154,28.763
2019.3156,28.808
2019.3158,29.841
2019.3160,28.626
2019.3162,29.353
2019.3164,28.776
2019.3166,28.714
2019.3168,29.906
2019.3170,28.695
2019.3172,29.38
2019.3174,28.79
2019.3176,28.625
2019.3178,29.874
2019.3180,28.696
2019.3182,29.401
2019.3184,28.874
2019.3186,28.683
2019.3188,29.874
2019.3190,28.701
2019.3192,29.381
2019.3194,28.855
2019.3196,28.623
2019.3198,29.968
2019.3200,28.67
2019.3202,29.382
2019.3204,28.707
2019.3206,28.73
2019.3208,29.891
2019.3210,28.71
2019.3212,29.442
2019.3214,28.862
2019.3216,28.705
2019.3218,29.893
2019.3220,28.73
2019.3222,29.435
2019.3224,28.841
2019.3226,28.773
2019.3228,29.915
2019.3230,28.739
2019.3232,29.41
2019.3234,28.842
2019.3236,28.724
2019.3238,29.845
2019.3240,28.724
2019.3242,29.416
2019.3244,28.823
2019.3246,28.76
2019.3248,29.845
2019.3250,28.718
2019.3252,29.445
2019.3254,28.794
2019.3256,28.686
2019.3258,29.818
2019.3260,28.822
2019.3262,29.464
2019.3264,28.839
2019.3266,28.79
2019.3268,29.899
2019.3270,28.656
2019.3272,29.532
2019.3274,28.723
2019.3276,28.669
2019.3278,29.926
2019.3280,29.517
2019.3282,28.679
2019.3284,28.741
2019.3286,29.904
2019.3288,28.568
2019.3290,29.47
2019.3292,28.737
2019.3294,28.684
2019.3296,29.846
2019.3298,28.688
2019.3300,29.46
2019.3302,28.748
2019.3304,28.677
2019.3306,29.882
2019.3308,28.666
2019.3310,29.466
2019.3312,28.714
2019.3314,28.66
2019.3316,29.957
2019.3318,28.649
2019.3320,29.437
2019.3322,28.747
2019.3324,28.687
2019.3326,29.886
2019.3328,28.675
2019.3330,29.523
2019.3332,28.807
2019.3334,28.735
2019.3336,29.98
2019.3338,28.693
2019.3340,29.534
2019.3342,28.879
2019.3344,28.733
2019.3346,29.898
2019.3348,28.724
2019.3350,29.49
2019.3352,28.767
2019.3354,28.738
2019.3356,29.917
2019.3358,28.766
2019.3360,29.463
2019.3362,28.852
2019.3364,28.728
2019.3366,29.86
2019.3368,28.747
2019.3370,29.491
2019.3372,28.706
2019.3374,28.636
2019.3376,29.89
2019.3378,28.748
2019.3380,29.467
2019.3382,28.753
2019.3384,28.749
2019.3386,29.893
2019.3388,28.774
2019.3390,29.5
2019.3392,28.766
2019.3394,28.796
2019.3396,29.838
2019.3398,28.661
2019.3400,29.469
2019.3402,28.733
2019.3404,28.682
2019.3406,29.92
2019.3408,28.702
2019.3410,29.507
2019.3412,28.798
2019.3414,28.735
2019.3416,29.844
2019.3418,28.699
2019.3420,29.458
2019.3422,28.696
2019.3424,28.781
2019.3426,29.875
2019.3428,28.705
2019.3430,29.484
2019.3432,28.781
2019.3434,29.816
2019.3436,28.58
2019.3438,29.459
2019.3440,28.755
2019.3442,28.671
2019.3444,29.893
2019.3446,28.687
2019.3448,29.469
2019.3450,28.667
2019.3452,28.726
2019.3454,29.894
2019.3456,28.686
2019.3458,29.497
2019.3460,28.77
2019.3462,28.75
2019.3464,29.886
2019.3466,28.773
2019.3468,29.518
2019.3470,28.814
2019.3472,28.666
2019.3474,29.901
2019.3476,28.783
2019.3478,29.526
2019.3480,28.746
2019.3482,28.762
2019.3484,29.869
2019.3486,28.727
2019.3488,29.455
2019.3490,28.756
2019.3492,28.754
2019.3494,29.863
2019.3496,28.755
2019.3498,28.748
2019.3500,28.726
2019.3502,29.86
2019.3504,28.687
2019.3506,29.467
2019.3508,28.799
2019.3510,28.765
2019.3512,29.881
2019.3514,28.705
2019.3516,29.553
2019.3518,28.672
2019.3520,28.757
2019.3522,29.921
2019.3524,28.705
2019.3526,29.578
2019.3528,28.736
2019.3530,28.642
2019.3532,29.895
2019.3534,28.696
2019.3536,29.431
2019.3538,28.667
2019.3540,28.769
2019.3542,29.926
2019.3544,28.714
2019.3546,29.482
2019.3548,28.725
2019.3550,28.751
2019.3552,29.853
2019.3554,28.784
2019.3556,29.478
2019.3558,28.74
2019.3560,28.743
2019.3562,29.927
2019.3564,28.751
2019.3566,29.548
2019.3568,28.76
2019.3570,28.71
2019.3572,29.939
2019.3574,28.705
2019.3576,29.46
2019.3578,28.818
2019.3580,28.77
2019.3582,29.849
2019.3584,28.769
2019.3586,29.548
2019.3588,28.722
2019.3590,28.763
2019.3592,29.881
2019.3594,28.817
2019.3596,29.56
2019.3598,28.764
2019.3600,28.73
2019.3602,29.92
2019.3604,28.696
2019.3606,29.532
2019.3608,28.777
2019.3610,28.73
2019.3612,29.886
2019.3614,28.807
2019.3616,29.394
2019.3618,28.75
2019.3620,28.741
2019.3622,29.881
2019.3624,28.717
2019.3626,29.542
2019.3628,28.802
2019.3630,28.808
2019.3632,29.954
2019.3634,28.782
2019.3636,29.512
2019.3638,28.81
2019.3640,28.724
2019.3642,29.902
2019.3644,28.675
2019.3646,29.469
2019.3648,28.73
2019.3650,28.726
2019.3652,29.855
2019.3654,28.712
2019.3656,29.519
2019.3658,28.763
2019.3660,28.725
2019.3662,29.906
2019.3664,28.698
2019.3666,29.503
2019.3668,28.629
2019.3670,28.775
2019.3672,29.878
2019.3674,28.717
2019.3676,29.489
2019.3678,28.68
2019.3680,28.721
2019.3682,29.875
2019.3684,28.714
2019.3686,29.542
2019.3688,28.647
2019.3690,28.71
2019.3692,29.914
2019.3694,28.696
2019.3696,29.535
2019.3698,28.645
2019.3700,28.739
2019.3702,29.929
2019.3704,28.687
2019.3706,29.556
2019.3708,28.763
2019.3710,28.717
2019.3712,29.928
2019.3714,28.714
2019.3716,29.515
2019.3718,28.705
2019.3720,28.696
2019.3722,29.888
2019.3724,28.667
2019.3726,29.49
2019.3728,28.721
2019.3730,28.67
2019.3732,29.878
2019.3734,28.675
2019.3736,29.528
2019.3738,28.748
2019.3740,28.682
2019.3742,29.756
2019.3744,28.839
2019.3746,29.568
2019.3748,28.795
2019.3750,28.703
2019.3752,29.885
2019.3754,28.744
2019.3756,29.486
2019.3758,28.746
2019.3760,28.679
2019.3762,29.892
2019.3764,28.657
2019.3766,29.491
2019.3768,28.677
2019.3770,28.714
2019.3772,29.914
2019.3774,28.721
2019.3776,29.475
2019.3778,28.733
2019.3780,28.649
2019.3782,29.886
2019.3784,28.684
2019.3786,29.452
2019.3788,28.647
2019.3790,28.595
2019.3792,29.922
2019.3794,28.681
2019.3796,29.474
2019.3798,28.715
2019.3800,28.648
2019.3802,29.904
2019.3804,28.715
2019.3806,29.518
2019.3808,28.8
2019.3810,28.741
2019.3812,29.903
2019.3814,28.744
2019.3816,29.545
2019.3818,28.644
2019.3820,28.894
2019.3822,29.881
2019.3824,28.76
2019.3826,29.596
2019.3828,28.733
2019.3830,28.785
2019.3832,29.947
2019.3834,28.742
2019.3836,29.584
2019.3838,28.611
2019.3840,28.731
2019.3842,29.849
2019.3844,28.731
2019.3846,29.519
2019.3848,28.672
2019.3850,28.727
2019.3852,29.865
2019.3854,28.708
2019.3856,29.541
2019.3858,28.754
2019.3860,28.681
2019.3862,29.86
2019.3864,28.746
2019.3866,29.593
2019.3868,28.74
2019.3870,28.772
2019.3872,29.887
2019.3874,28.681
2019.3876,29.495
2019.3878,28.723
2019.3880,28.681
2019.3882,29.905
2019.3884,28.766
2019.3886,29.601
2019.3888,28.757
2019.3890,28.772
2019.3892,29.857
2019.3894,28.69
2019.3896,29.656
2019.3898,28.778
2019.3900,28.699
2019.3902,29.905
2019.3904,28.816
2019.3906,29.557
2019.3908,28.748
2019.3910,28.698
2019.3912,29.863
2019.3914,28.745
2019.3916,29.484
2019.3918,28.764
2019.3920,28.775
2019.3922,29.872
2019.3924,28.784
2019.3926,29.603
2019.3928,28.702
2019.3930,28.702
2019.3932,29.938
2019.3934,28.784
2019.3936,29.598
2019.3938,28.778
2019.3940,28.703
2019.3942,29.864
2019.3944,28.759
2019.3946,29.612
2019.3948,28.791
2019.3950,28.707
2019.3952,29.891
2019.3954,28.708
2019.3956,29.515
2019.3958,28.711
2019.3960,28.68
2019.3962,29.825
2019.3964,28.73
2019.3966,29.603
2019.3968,28.597
2019.3970,28.819
2019.3972,29.818
2019.3974,28.749
2019.3976,29.572
2019.3978,28.736
2019.3980,28.72
2019.3982,29.785
2019.3984,28.787
2019.3986,29.45
2019.3988,28.743
2019.3990,28.829
2019.3992,29.734
2019.3994,28.704
2019.3996,29.531
2019.3998,28.71
2019.4000,28.745
2019.4002,29.796
2019.4004,28.666
2019.4006,29.599
2019.4008,28.61
2019.4010,28.803
2019.4012,29.735
2019.4014,28.71
2019.4016,29.545
2019.4018,28.701
2019.4020,28.761
2019.4022,29.721
2019.4024,28.684
2019.4026,29.572
2019.4028,28.66
2019.4030,28.784
2019.4032,29.696
2019.4034,28.668
2019.4036,29.494
2019.4038,28.754
2019.4040,28.663
2019.4042,29.678
2019.4044,28.757
2019.4046,29.56
2019.4048,28.736
2019.4050,28.81
2019.4052,29.701
2019.4054,28.708
2019.4056,29.621
2019.4058,28.695
2019.4060,28.865
2019.4062,29.575
2019.4064,28.708
2019.4066,29.526
2019.4068,28.652
2019.4070,28.835
2019.4072,29.553
2019.4074,28.739
2019.4076,29.543
2019.4078,28.781
2019.4080,28.798
2019.4082,29.563
2019.4084,28.754
2019.4086,29.458
2019.4088,28.744
2019.4090,28.841
2019.4092,29.555
2019.4094,28.647
2019.4096,29.516
2019.4098,28.702
2019.4100,28.877
2019.4102,29.519
2019.4104,28.678
2019.4106,29.451
2019.4108,28.671
2019.4110,28.899
2019.4112,29.504
2019.4114,28.672
2019.4116,29.518
2019.4118,28.736
2019.4120,28.939
2019.4122,29.431
2019.4124,28.811
2019.4126,29.49
2019.4128,28.656
2019.4130,29.04
2019.4132,29.476
2019.4134,28.662
2019.4136,29.533
2019.4138,28.699
2019.4140,28.982
2019.4142,29.452
2019.4144,28.751
2019.4146,29.574
2019.4148,28.663
2019.4150,28.99
2019.4152,29.393
2019.4154,28.669
2019.4156,29.482
2019.4158,28.717
2019.4160,28.995
2019.4162,29.329
2019.4164,28.71
2019.4166,29.538
2019.4168,28.745
2019.4170,29.03
2019.4172,29.493
2019.4174,28.675
2019.4176,29.524
2019.4178,28.709
2019.4180,29.071
2019.4182,29.327
2019.4184,28.692
2019.4186,29.542
2019.4188,28.636
2019.4190,29.076
2019.4192,29.329
2019.4194,28.742
2019.4196,29.585
2019.4198,28.74
2019.4200,29.106
2019.4202,29.298
2019.4204,28.737
2019.4206,29.542
2019.4208,28.663
2019.4210,29.124
2019.4212,29.322
2019.4214,28.792
2019.4216,29.454
2019.4218,28.699
2019.4220,29.147
2019.4222,29.27
2019.4224,28.724
2019.4226,29.595
2019.4228,28.79
2019.4230,29.179
2019.4232,29.271
2019.4234,28.796
2019.4236,29.57
2019.4238,28.675
2019.4240,29.189
2019.4242,29.253
2019.4244,33.416
2019.4246,30.333
2019.4248,29.446
2019.4250,29.824
2019.4252,29.844
2019.4254,29.435
2019.4256,29.676
2019.4258,28.76
2019.4260,29.278
2019.4262,29.24
2019.4264,28.728
2019.4266,29.622
2019.4268,28.687
2019.4270,29.345
2019.4272,29.197
2019.4274,28.781
2019.4276,29.573
2019.4278,28.704
2019.4280,29.267
2019.4282,29.157
2019.4284,28.721
2019.4286,29.557
2019.4288,28.687
2019.4290,29.292
2019.4292,29.121
2019.4294,28.66
2019.4296,29.522
2019.4298,28.664
2019.4300,29.367
2019.4302,29.121
2019.4304,28.683
2019.4306,29.536
2019.4308,28.681
2019.4310,29.354
2019.4312,29.082
2019.4314,28.705
2019.4316,29.487
2019.4318,28.673
2019.4320,29.434
2019.4322,29.02
2019.4324,28.684
2019.4326,29.514
2019.4328,28.669
2019.4330,29.37
2019.4332,29.124
2019.4334,28.717
2019.4336,29.523
2019.4338,28.701
2019.4340,29.399
2019.4342,29.072
2019.4344,28.623
2019.4346,29.518
2019.4348,28.692
2019.4350,29.423
2019.4352,28.976
2019.4354,28.668
2019.4356,29.501
2019.4358,28.708
2019.4360,29.442
2019.4362,29.054
2019.4364,28.765
2019.4366,29.489
2019.4368,28.677
2019.4370,29.461
2019.4372,28.992
2019.4374,28.722
2019.4376,29.572
2019.4378,28.721
2019.4380,29.48
2019.4382,29.03
2019.4384,28.794
2019.4386,29.515
2019.4388,28.726
2019.4390,29.49
2019.4392,29.018
2019.4394,28.746
2019.4396,29.553
2019.4398,28.742
2019.4400,29.495
2019.4402,29.032
2019.4404,28.66
2019.4406,29.539
2019.4408,28.737
2019.4410,29.449
2019.4412,28.979
2019.4414,28.616
2019.4416,29.49
2019.4418,28.678
2019.4420,29.568
2019.4422,28.823
2019.4424,28.657
2019.4426,29.514
2019.4428,28.642
2019.4430,29.591
2019.4432,28.887
2019.4434,28.719
2019.4436,29.541
2019.4438,28.681
2019.4440,29.563
2019.4442,28.928
2019.4444,28.699
2019.4446,29.595
2019.4448,28.643
2019.4450,29.597
2019.4452,28.919
2019.4454,28.745
2019.4456,29.542
2019.4458,28.739
2019.4460,29.62
2019.4462,28.917
2019.4464,28.707
2019.4466,29.514
2019.4468,28.687
2019.4470,29.627
2019.4472,28.952
2019.4474,28.656
2019.4476,29.514
2019.4478,28.757
2019.4480,29.549
2019.4482,28.917
2019.4484,28.734
2019.4486,29.554
2019.4488,28.696
2019.4490,29.643
2019.4492,28.796
2019.4494,28.631
2019.4496,29.528
2019.4498,28.746
2019.4500,29.589
2019.4502,28.856
2019.4504,28.642
2019.4506,29.493
2019.4508,28.65
2019.4510,29.601
2019.4512,28.887
2019.4514,28.651
2019.4516,29.542
2019.4518,28.65
2019.4520,29.586
2019.4522,28.817
2019.4524,29.55
2019.4526,28.662
2019.4528,29.659
2019.4530,28.865
2019.4532,28.694
2019.4534,29.532
2019.4536,28.614
2019.4538,29.764
2019.4540,28.775
2019.4542,28.674
2019.4544,29.514
2019.4546,28.63
2019.4548,29.609
2019.4550,28.94
2019.4552,28.63
2019.4554,29.536
2019.4556,28.614
2019.4558,29.694
2019.4560,28.823
2019.4562,28.747
2019.4564,29.548
2019.4566,28.633
2019.4568,29.675
2019.4570,28.808
2019.4572,28.643
2019.4574,29.487
2019.4576,28.687
2019.4578,29.648
2019.4580,28.803
2019.4582,28.591
2019.4584,29.5
2019.4586,28.679
2019.4588,29.638
2019.4590,28.742
2019.4592,28.631
2019.4594,29.671
2019.4596,28.649
2019.4598,29.701
2019.4600,28.801
2019.4602,28.688
2019.4604,29.529
2019.4606,28.755
2019.4608,29.725
2019.4610,28.806
2019.4612,28.692
2019.4614,29.43
2019.4616,28.693
2019.4618,29.738
2019.4620,28.77
2019.4622,28.576
2019.4624,29.573
2019.4626,28.661
2019.4628,29.72
2019.4630,28.839
2019.4632,28.591
2019.4634,29.448
2019.4636,28.689
2019.4638,29.717
2019.4640,28.749
2019.4642,28.772
2019.4644,29.502
2019.4646,28.703
2019.4648,29.719
2019.4650,28.764
2019.4652,28.764
2019.4654,29.496
2019.4656,28.605
2019.4658,29.776
2019.4660,28.77
2019.4662,28.74
2019.4664,29.554
2019.4666,28.696
2019.4668,29.747
2019.4670,28.748
2019.4672,28.48
2019.4674,29.62
2019.4676,28.796
2019.4678,28.73
2019.4680,28.705
2019.4682,29.512
2019.4684,28.703
2019.4686,29.8
2019.4688,28.739
2019.4690,28.702
2019.4692,29.512
2019.4694,28.76
2019.4696,29.77
2019.4698,28.787
2019.4700,28.633
2019.4702,29.49
2019.4704,28.606
2019.4706,29.813
2019.4708,28.817
2019.4710,28.687
2019.4712,29.463
2019.4714,28.726
2019.4716,29.813
2019.4718,28.835
2019.4720,28.647
2019.4722,29.567
2019.4724,28.678
2019.4726,29.802
2019.4728,28.763
2019.4730,28.645
2019.4732,29.478
2019.4734,28.793
2019.4736,29.821
2019.4738,28.832
2019.4740,28.667
2019.4742,29.53
2019.4744,28.757
2019.4746,29.776
2019.4748,28.832
2019.4750,28.729
2019.4752,29.489
2019.4754,28.699
2019.4756,29.75
2019.4758,28.848
2019.4760,28.588
2019.4762,29.512
2019.4764,28.678
2019.4766,29.727
2019.4768,28.735
2019.4770,28.678
2019.4772,29.48
2019.4774,28.69
2019.4776,29.725
2019.4778,28.781
2019.4780,28.717
2019.4782,29.533
2019.4784,28.739
2019.4786,29.806
2019.4788,28.807
2019.4790,28.72
2019.4792,29.544
2019.4794,28.681
2019.4796,29.767
2019.4798,28.778
2019.4800,28.642
2019.4802,29.519
2019.4804,28.629
2019.4806,29.836
2019.4808,28.669
2019.4810,28.626
2019.4812,29.644
2019.4814,28.748
2019.4816,29.779
2019.4818,28.727
2019.4820,28.618
2019.4822,29.576
2019.4824,28.668
2019.4826,29.812
2019.4828,28.715
2019.4830,28.754
2019.4832,28.694
2019.4834,29.83
2019.4836,28.736
2019.4838,28.655
2019.4840,29.539
2019.4842,28.676
2019.4844,29.842
2019.4846,28.751
2019.4848,28.744
2019.4850,29.527
2019.4852,28.728
2019.4854,29.784
2019.4856,28.724
2019.4858,28.757
2019.4860,29.547
2019.4862,28.693
2019.4864,29.793
2019.4866,28.829
2019.4868,28.674
2019.4870,29.467
2019.4872,28.695
2019.4874,29.791
2019.4876,28.726
2019.4878,28.687
2019.4880,29.464
2019.4882,28.652
2019.4884,29.889
2019.4886,28.744
2019.4888,28.683
2019.4890,29.523
2019.4892,28.664
2019.4894,29.8
2019.4896,28.733
2019.4898,28.724
2019.4900,29.538
2019.4902,28.74
2019.4904,29.83
2019.4906,28.813
2019.4908,28.663
2019.4910,29.577
2019.4912,28.72
2019.4914,29.819
2019.4916,28.63
2019.4918,28.697
2019.4920,29.557
2019.4922,28.679
2019.4924,29.794
2019.4926,28.699
2019.4928,28.616
2019.4930,29.538
2019.4932,28.69
2019.4934,29.846
2019.4936,28.685
2019.4938,28.766
2019.4940,29.507
2019.4942,28.686
2019.4944,29.816
2019.4946,28.675
2019.4948,28.744
2019.4950,29.649
2019.4952,28.666
2019.4954,29.773
2019.4956,28.687
2019.4958,28.663
2019.4960,29.57
2019.4962,28.678
2019.4964,29.838
2019.4966,28.748
2019.4968,28.73
2019.4970,29.581
2019.4972,28.735
2019.4974,29.86
2019.4976,28.814
2019.4978,28.558
2019.4980,29.659
2019.4982,28.66
2019.4984,29.862
2019.4986,28.67
2019.4988,29.595
2019.4990,28.711
2019.4992,29.852
2019.4994,28.803
2019.4996,28.687
2019.4998,29.499
2019.5000,28.721
2019.5002,29.879
2019.5004,28.74
2019.5006,28.744
2019.5008,29.562
2019.5010,28.705
2019.5012,29.889
2019.5014,28.804
2019.5016,28.664
2019.5018,29.496
2019.5020,28.75
2019.5022,29.848
2019.5024,28.787
2019.5026,28.701
2019.5028,29.542
2019.5030,28.669
2019.5032,29.822
2019.5034,28.766
2019.5036,28.667
2019.5038,29.541
2019.5040,28.643
2019.5042,29.796
2019.5044,28.782
2019.5046,28.737
2019.5048,29.569
2019.5050,28.771
2019.5052,29.843
2019.5054,28.668
2019.5056,28.658
2019.5058,29.487
2019.5060,28.599
2019.5062,29.825
2019.5064,28.671
2019.5066,28.674
2019.5068,29.469
2019.5070,28.65
2019.5072,29.99
2019.5074,28.7
2019.5076,28.651
2019.5078,29.494
2019.5080,28.573
2019.5082,29.902
2019.5084,28.716
2019.5086,28.73
2019.5088,29.466
